pickup_zone,dropoff_zone,pickup_date,passenger_count,trip_distance,total_amount,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_datetime
Sunset Park West,Lower East Side,2023-01-01,1.0,7.39,68.05,0.0,0.0,0.0,0.0,2023-01-01
Sunset Park West,Sutton Place/Turtle Bay North,2023-01-01,2.0,11.14,63.66,0.0,0.0,0.0,0.0,2023-01-01
Jackson Heights,Greenpoint,2023-01-01,1.0,5.16,32.8,0.0,0.0,0.0,0.0,2023-01-01
Downtown Brooklyn/MetroTech,Bushwick South,2023-01-01,5.0,3.61,23.0,0.0,0.0,0.0,0.0,2023-01-01
Bushwick North,Clinton West,2023-01-01,1.0,8.98,52.25,0.0,0.0,0.0,0.0,2023-01-01
Morningside Heights,East Tremont,2023-01-01,1.0,5.32,30.0,40.81,-73.96,0.0,0.0,2023-01-01
Williamsburg (South Side),Sunset Park West,2023-01-01,1.0,8.46,38.3,0.0,0.0,0.0,0.0,2023-01-01
Elmhurst,Woodside,2023-01-01,1.0,0.75,11.64,0.0,0.0,0.0,0.0,2023-01-01
Williamsburg (South Side),Greenpoint,2023-01-01,1.0,1.26,9.7,0.0,0.0,0.0,0.0,2023-01-01
Jackson Heights,Elmhurst,2023-01-01,2.0,5.05,46.8,0.0,0.0,0.0,0.0,2023-01-01
East Williamsburg,SoHo,2023-01-01,2.0,5.73,69.75,0.0,0.0,0.0,0.0,2023-01-01
Sunnyside,North Corona,2023-01-01,1.0,3.92,27.2,0.0,0.0,0.0,0.0,2023-01-01
Boerum Hill,Sunset Park West,2023-01-01,1.0,4.5,28.75,0.0,0.0,0.0,0.0,2023-01-01
East Concourse/Concourse Village,Central Harlem North,2023-01-01,1.0,0.83,9.7,0.0,0.0,0.0,0.0,2023-01-01
Elmhurst,Elmhurst,2023-01-01,1.0,1.92,14.6,0.0,0.0,0.0,0.0,2023-01-01
East Williamsburg,Park Slope,2023-01-01,1.0,6.99,44.46,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Upper West Side North,2023-01-01,5.0,1.15,14.94,0.0,0.0,40.787,-73.975,2023-01-01
East Harlem South,Central Harlem,2023-01-01,1.0,1.63,12.5,0.0,0.0,40.8116,-73.9465,2023-01-01
Jackson Heights,Times Sq/Theatre District,2023-01-01,1.0,6.09,36.95,0.0,0.0,0.0,0.0,2023-01-01
Jackson Heights,Woodside,2023-01-01,1.0,1.36,14.6,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem North,Central Harlem North,2023-01-01,1.0,0.37,7.6,0.0,0.0,0.0,0.0,2023-01-01
Jamaica,Springfield Gardens North,2023-01-01,1.0,2.88,17.4,0.0,0.0,0.0,0.0,2023-01-01
Flushing,Hillcrest/Pomonok,2023-01-01,1.0,4.25,23.0,0.0,0.0,0.0,0.0,2023-01-01
East Williamsburg,Long Island City/Hunters Point,2023-01-01,5.0,4.58,26.76,0.0,0.0,0.0,0.0,2023-01-01
Williamsburg (South Side),Lower East Side,2023-01-01,1.0,2.07,48.75,0.0,0.0,0.0,0.0,2023-01-01
Jackson Heights,Bushwick South,2023-01-01,3.0,5.2,32.64,0.0,0.0,0.0,0.0,2023-01-01
Elmhurst,Elmhurst,2023-01-01,3.0,0.97,14.75,0.0,0.0,0.0,0.0,2023-01-01
Washington Heights South,LaGuardia Airport,2023-01-01,1.0,11.0,67.55,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem,Manhattan Valley,2023-01-01,1.0,0.58,8.76,40.8116,-73.9465,0.0,0.0,2023-01-01
Central Harlem North,Central Harlem North,2023-01-01,1.0,1.15,9.4,0.0,0.0,0.0,0.0,2023-01-01
Yorkville West,Washington Heights South,2023-01-01,1.0,5.4,27.1,0.0,0.0,0.0,0.0,2023-01-01
Washington Heights South,Washington Heights South,2023-01-01,1.0,0.56,6.6,0.0,0.0,0.0,0.0,2023-01-01
Rego Park,Penn Station/Madison Sq West,2023-01-01,2.0,7.63,98.6,0.0,0.0,0.0,0.0,2023-01-01
Astoria,Corona,2022-12-09,1.0,5.37,16.8,0.0,0.0,0.0,0.0,2022-12-09
Elmhurst,North Corona,2023-01-01,1.0,2.1,16.3,0.0,0.0,0.0,0.0,2023-01-01
Elmhurst/Maspeth,Maspeth,2023-01-01,1.0,1.1,6.8,0.0,0.0,0.0,0.0,2023-01-01
Hamilton Heights,Midtown North,2023-01-01,1.0,5.61,33.9,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Yorkville West,2023-01-01,1.0,1.35,12.85,0.0,0.0,0.0,0.0,2023-01-01
Manhattanville,Washington Heights South,2023-01-01,1.0,2.1,11.5,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Morningside Heights,2023-01-01,5.0,2.13,17.0,0.0,0.0,40.81,-73.96,2023-01-01
Woodside,LaGuardia Airport,2023-01-01,1.0,4.0,29.88,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,LaGuardia Airport,2023-01-01,1.0,6.47,46.98,40.798,-73.937,0.0,0.0,2023-01-01
Astoria,JFK Airport,2023-01-01,1.0,14.24,61.3,0.0,0.0,0.0,0.0,2023-01-01
Central Park,Lenox Hill West,2023-01-01,1.0,2.02,18.78,40.7812,-73.9665,0.0,0.0,2023-01-01
Elmhurst,Queensboro Hill,2023-01-01,1.0,4.8,36.28,0.0,0.0,0.0,0.0,2023-01-01
Jackson Heights,Steinway,2023-01-01,1.0,2.26,14.3,0.0,0.0,0.0,0.0,2023-01-01
Flushing,Flushing,2023-01-01,2.0,0.67,8.0,0.0,0.0,0.0,0.0,2023-01-01
Bushwick South,Van Cortlandt Village,2023-01-01,1.0,15.52,66.35,0.0,0.0,0.0,0.0,2023-01-01
Elmhurst,Upper East Side North,2023-01-01,1.0,7.77,42.36,0.0,0.0,0.0,0.0,2023-01-01
Downtown Brooklyn/MetroTech,LaGuardia Airport,2023-01-01,2.0,10.36,66.0,0.0,0.0,0.0,0.0,2023-01-01
Flushing,Long Island City/Queens Plaza,2023-01-01,2.0,7.68,38.8,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,East Harlem North,2023-01-01,1.0,1.2,9.7,40.798,-73.937,40.798,-73.937,2023-01-01
Woodside,Midtown South,2022-12-09,1.0,5.48,35.6,0.0,0.0,0.0,0.0,2022-12-09
Elmhurst,Forest Hills,2023-01-01,1.0,1.95,10.3,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem,Morningside Heights,2023-01-01,1.0,0.69,15.0,40.8116,-73.9465,40.81,-73.96,2023-01-01
Jamaica,JFK Airport,2023-01-01,1.0,5.19,21.0,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem,East Harlem North,2023-01-01,1.0,1.78,14.9,40.8116,-73.9465,40.798,-73.937,2023-01-01
Upper East Side North,Pelham Bay Park,2023-01-01,1.0,12.43,56.3,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem,Central Harlem,2023-01-01,1.0,0.62,8.76,40.8116,-73.9465,40.8116,-73.9465,2023-01-01
East Harlem North,Manhattan Valley,2023-01-01,1.0,2.0,14.6,40.798,-73.937,0.0,0.0,2023-01-01
East Harlem North,Upper East Side South,2023-01-01,1.0,2.8,19.45,40.798,-73.937,0.0,0.0,2023-01-01
Morningside Heights,Lincoln Square East,2023-01-01,1.0,2.95,22.98,40.81,-73.96,0.0,0.0,2023-01-01
Central Park,Upper East Side North,2023-01-01,5.0,0.85,14.58,40.7812,-73.9665,0.0,0.0,2023-01-01
East Harlem South,East Harlem South,2023-01-01,5.0,0.54,8.7,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem,Bloomingdale,2023-01-01,1.0,0.59,8.0,40.8116,-73.9465,40.797,-73.97,2023-01-01
Astoria,Old Astoria,2023-01-01,1.0,1.09,12.96,0.0,0.0,0.0,0.0,2023-01-01
Jackson Heights,Forest Hills,2023-01-01,1.0,3.67,24.8,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem,Washington Heights North,2023-01-01,1.0,4.79,25.4,40.8116,-73.9465,0.0,0.0,2023-01-01
Morningside Heights,Morningside Heights,2023-01-01,1.0,0.76,9.5,40.81,-73.96,40.81,-73.96,2023-01-01
Jamaica,LaGuardia Airport,2023-01-01,1.0,7.1,34.7,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Lenox Hill East,2023-01-01,1.0,2.2,14.95,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Sutton Place/Turtle Bay North,2023-01-01,1.0,3.12,18.75,40.798,-73.937,0.0,0.0,2023-01-01
Sunnyside,Old Astoria,2023-01-01,1.0,3.66,29.0,0.0,0.0,0.0,0.0,2023-01-01
Astoria,Midtown Center,2023-01-01,1.0,4.0,23.35,0.0,0.0,0.0,0.0,2023-01-01
Astoria,Greenwich Village North,2023-01-01,1.0,9.4,46.55,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,East Harlem North,2023-01-01,1.0,1.13,7.8,0.0,0.0,40.798,-73.937,2023-01-01
Steinway,Steinway,2023-01-01,2.0,0.02,37.06,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Times Sq/Theatre District,2023-01-01,1.0,4.4,28.85,40.798,-73.937,0.0,0.0,2023-01-01
Central Harlem,Central Harlem North,2023-01-01,1.0,0.87,8.01,40.8116,-73.9465,0.0,0.0,2023-01-01
Jamaica,Baisley Park,2023-01-01,1.0,1.7,12.96,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Manhattan Valley,2023-01-01,1.0,1.27,10.1,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem,Hamilton Heights,2023-01-01,1.0,1.69,11.5,40.8116,-73.9465,0.0,0.0,2023-01-01
Central Park,Lenox Hill East,2023-01-01,1.0,2.89,23.82,40.7812,-73.9665,0.0,0.0,2023-01-01
Central Park,Upper East Side South,2023-01-01,1.0,1.31,13.74,40.7812,-73.9665,0.0,0.0,2023-01-01
East Harlem South,East Harlem North,2023-01-01,1.0,1.13,8.0,0.0,0.0,40.798,-73.937,2023-01-01
East Harlem North,Lenox Hill East,2023-01-01,1.0,4.02,21.95,40.798,-73.937,0.0,0.0,2023-01-01
Manhattanville,Hamilton Heights,2023-01-01,1.0,1.08,9.4,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem North,Central Harlem,2023-01-01,1.0,1.0,8.7,0.0,0.0,40.8116,-73.9465,2023-01-01
East Harlem South,East Harlem North,2023-01-01,1.0,0.9,9.12,0.0,0.0,40.798,-73.937,2023-01-01
Central Harlem,Manhattan Valley,2023-01-01,1.0,1.6,12.5,40.8116,-73.9465,0.0,0.0,2023-01-01
East Harlem North,Lincoln Square East,2023-01-01,1.0,3.5,21.25,40.798,-73.937,0.0,0.0,2023-01-01
Central Harlem,Central Harlem North,2023-01-01,1.0,1.22,11.1,40.8116,-73.9465,0.0,0.0,2023-01-01
Central Harlem,Bloomingdale,2023-01-01,1.0,0.55,7.92,40.8116,-73.9465,40.797,-73.97,2023-01-01
Morningside Heights,Upper West Side North,2023-01-01,5.0,0.95,13.74,40.81,-73.96,40.787,-73.975,2023-01-01
Flushing,Forest Hills,2023-01-01,1.0,4.31,26.2,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Upper East Side South,2023-01-01,1.0,2.73,22.14,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Central Harlem,2023-01-01,1.0,1.56,11.5,0.0,0.0,40.8116,-73.9465,2023-01-01
DUMBO/Vinegar Hill,Sunnyside,2023-01-01,1.0,5.88,26.9,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem,Central Park,2023-01-01,1.0,2.35,18.78,40.8116,-73.9465,40.7812,-73.9665,2023-01-01
East Harlem South,Lincoln Square East,2023-01-01,1.0,2.07,15.65,0.0,0.0,0.0,0.0,2023-01-01
Flushing,Jackson Heights,2023-01-01,1.0,4.3,20.6,0.0,0.0,0.0,0.0,2023-01-01
Briarwood/Jamaica Hills,Briarwood/Jamaica Hills,2023-01-01,1.0,0.87,8.0,0.0,0.0,0.0,0.0,2023-01-01
Manhattanville,Central Harlem,2023-01-01,1.0,1.65,12.2,0.0,0.0,40.8116,-73.9465,2023-01-01
Bedford,Ocean Hill,2023-01-01,1.0,2.58,16.4,0.0,0.0,0.0,0.0,2023-01-01
Hammels/Arverne,Far Rockaway,2023-01-01,1.0,2.84,15.7,0.0,0.0,0.0,0.0,2023-01-01
Astoria,Woodside,2023-01-01,1.0,2.04,12.9,0.0,0.0,0.0,0.0,2023-01-01
Forest Hills,Upper East Side North,2023-01-01,1.0,9.49,60.15,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,East Harlem South,2023-01-01,1.0,1.5,12.6,40.798,-73.937,0.0,0.0,2023-01-01
East Harlem South,Upper West Side South,2023-01-01,1.0,2.0,14.95,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,East Harlem South,2023-01-01,1.0,1.5,10.1,40.798,-73.937,0.0,0.0,2023-01-01
Prospect-Lefferts Gardens,Flatbush/Ditmas Park,2023-01-01,1.0,0.57,7.92,0.0,0.0,0.0,0.0,2023-01-01
Woodside,North Corona,2023-01-01,1.0,2.5,17.8,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Morningside Heights,2023-01-01,1.0,1.88,13.6,40.798,-73.937,40.81,-73.96,2023-01-01
East Harlem North,Central Harlem North,2023-01-01,1.0,1.16,11.28,40.798,-73.937,0.0,0.0,2023-01-01
Jamaica,Saint Albans,2023-01-01,1.0,3.85,19.2,0.0,0.0,0.0,0.0,2023-01-01
Woodside,LaGuardia Airport,2023-01-01,1.0,4.14,29.88,0.0,0.0,0.0,0.0,2023-01-01
Murray Hill-Queens,Flushing,2023-01-01,2.0,4.1,27.6,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Central Harlem North,2023-01-01,1.0,0.73,8.0,40.798,-73.937,0.0,0.0,2023-01-01
East Harlem North,Morningside Heights,2023-01-01,1.0,1.99,15.0,40.798,-73.937,40.81,-73.96,2023-01-01
Morningside Heights,East Chelsea,2023-01-01,1.0,6.67,42.3,40.81,-73.96,0.0,0.0,2023-01-01
Morningside Heights,Upper West Side South,2023-01-01,1.0,2.22,15.69,40.81,-73.96,0.0,0.0,2023-01-01
East Harlem North,Central Harlem North,2023-01-01,1.0,1.04,9.4,40.798,-73.937,0.0,0.0,2023-01-01
Ocean Hill,Crown Heights North,2023-01-01,1.0,0.58,7.3,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Manhattan Valley,2023-01-01,1.0,2.4,14.3,40.798,-73.937,0.0,0.0,2023-01-01
Central Harlem North,Mott Haven/Port Morris,2023-01-01,1.0,1.88,13.6,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem,Upper East Side North,2023-01-01,1.0,1.71,15.75,40.8116,-73.9465,0.0,0.0,2023-01-01
Morningside Heights,Manhattanville,2023-01-01,5.0,1.48,12.96,40.81,-73.96,0.0,0.0,2023-01-01
Morningside Heights,Upper West Side South,2023-01-01,5.0,1.75,18.78,40.81,-73.96,0.0,0.0,2023-01-01
Flushing,Woodside,2023-01-01,1.0,6.49,31.8,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Flushing,2023-01-01,6.0,10.0,48.15,40.798,-73.937,0.0,0.0,2023-01-01
Central Harlem,Central Harlem North,2023-01-01,1.0,1.12,9.4,40.8116,-73.9465,0.0,0.0,2023-01-01
East Harlem North,Upper West Side North,2023-01-01,1.0,2.41,14.8,40.798,-73.937,40.787,-73.975,2023-01-01
East Harlem North,Upper East Side North,2023-01-01,1.0,1.81,13.26,40.798,-73.937,0.0,0.0,2023-01-01
Central Harlem,Manhattan Valley,2023-01-01,1.0,0.72,7.3,40.8116,-73.9465,0.0,0.0,2023-01-01
Central Harlem,East Harlem North,2023-01-01,1.0,1.48,13.5,40.8116,-73.9465,40.798,-73.937,2023-01-01
Forest Hills,Hillcrest/Pomonok,2023-01-01,1.0,2.44,21.36,0.0,0.0,0.0,0.0,2023-01-01
Astoria,East Village,2023-01-01,1.0,6.99,38.85,0.0,0.0,0.0,0.0,2023-01-01
Central Park,East Harlem North,2023-01-01,1.0,1.68,13.6,40.7812,-73.9665,40.798,-73.937,2023-01-01
East Harlem South,East Harlem North,2023-01-01,1.0,1.43,11.28,0.0,0.0,40.798,-73.937,2023-01-01
Elmhurst,Middle Village,2023-01-01,3.0,2.66,16.4,0.0,0.0,0.0,0.0,2023-01-01
Astoria,Financial District South,2023-01-01,1.0,9.31,52.38,0.0,0.0,0.0,0.0,2023-01-01
Downtown Brooklyn/MetroTech,Fort Greene,2023-01-01,1.0,0.79,8.7,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,East Concourse/Concourse Village,2023-01-01,1.0,3.1,17.1,40.798,-73.937,0.0,0.0,2023-01-01
Woodside,Bayside,2023-01-01,1.0,11.18,44.4,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Sutton Place/Turtle Bay North,2023-01-01,1.0,4.64,29.7,40.798,-73.937,0.0,0.0,2023-01-01
Downtown Brooklyn/MetroTech,Astoria,2023-01-01,1.0,8.76,46.56,0.0,0.0,0.0,0.0,2023-01-01
Brooklyn Heights,Stuyvesant Heights,2023-01-01,1.0,4.35,24.0,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Central Park,2023-01-01,6.0,1.1,11.1,0.0,0.0,40.7812,-73.9665,2023-01-01
East Harlem South,Lenox Hill East,2023-01-01,6.0,2.64,20.46,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Central Harlem,2023-01-01,1.0,1.42,11.5,40.798,-73.937,40.8116,-73.9465,2023-01-01
Jamaica,JFK Airport,2023-01-01,1.0,4.24,19.9,0.0,0.0,0.0,0.0,2023-01-01
Jamaica,Springfield Gardens North,2023-01-01,1.0,2.66,16.0,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Lincoln Square East,2023-01-01,1.0,2.13,21.25,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Upper East Side North,2023-01-01,1.0,1.19,11.45,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem,East Harlem South,2023-01-01,1.0,1.69,12.2,40.8116,-73.9465,0.0,0.0,2023-01-01
Jackson Heights,Elmhurst,2023-01-01,1.0,0.63,9.3,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,East Harlem South,2023-01-01,1.0,1.36,13.8,40.798,-73.937,0.0,0.0,2023-01-01
Central Harlem,Central Harlem,2023-01-01,1.0,0.63,4.8,40.8116,-73.9465,40.8116,-73.9465,2023-01-01
Central Harlem,Central Harlem North,2023-01-01,1.0,1.82,9.8,40.8116,-73.9465,0.0,0.0,2023-01-01
Central Harlem North,Manhattan Valley,2023-01-01,1.0,1.49,8.8,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Washington Heights South,2023-01-01,1.0,3.24,17.8,40.798,-73.937,0.0,0.0,2023-01-01
Central Harlem,Upper West Side North,2023-01-01,1.0,1.71,15.65,40.8116,-73.9465,40.787,-73.975,2023-01-01
East Harlem North,Lenox Hill West,2023-01-01,1.0,3.1,24.65,40.798,-73.937,0.0,0.0,2023-01-01
Central Harlem,Kips Bay,2023-01-01,1.0,6.96,40.62,40.8116,-73.9465,0.0,0.0,2023-01-01
Bloomingdale,Yorkville West,2023-01-01,5.0,2.67,23.05,40.797,-73.97,0.0,0.0,2023-01-01
East Harlem North,Yorkville East,2023-01-01,3.0,2.81,22.98,40.798,-73.937,0.0,0.0,2023-01-01
Washington Heights South,Hamilton Heights,2023-01-01,2.0,0.78,10.0,0.0,0.0,0.0,0.0,2023-01-01
North Corona,Corona,2023-01-01,6.0,1.2,11.31,0.0,0.0,0.0,0.0,2023-01-01
Hamilton Heights,Hamilton Heights,2023-01-01,1.0,0.62,8.58,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Upper East Side South,2023-01-01,1.0,2.79,24.89,40.798,-73.937,0.0,0.0,2023-01-01
East Harlem North,Central Harlem North,2023-01-01,1.0,1.7,10.56,40.798,-73.937,0.0,0.0,2023-01-01
Central Park,Central Park,2023-01-01,1.0,1.96,14.75,40.7812,-73.9665,40.7812,-73.9665,2023-01-01
East Harlem North,Little Italy/NoLiTa,2023-01-01,1.0,7.33,33.85,40.798,-73.937,0.0,0.0,2023-01-01
East Harlem North,Hamilton Heights,2023-01-01,1.0,2.11,17.0,40.798,-73.937,0.0,0.0,2023-01-01
Kew Gardens,Rego Park,2023-01-01,1.0,2.9,17.8,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem North,Midtown Center,2023-01-01,1.0,7.55,38.07,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,East Harlem South,2023-01-01,1.0,0.45,6.6,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Murray Hill,2023-01-01,1.0,3.9,31.15,0.0,0.0,0.0,0.0,2023-01-01
Astoria,Clinton East,2023-01-01,1.0,4.9,28.25,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,East Harlem South,2023-01-01,1.0,1.1,8.7,40.798,-73.937,0.0,0.0,2023-01-01
East Harlem North,Central Harlem North,2023-01-01,1.0,0.7,9.1,40.798,-73.937,0.0,0.0,2023-01-01
Astoria,Queensbridge/Ravenswood,2023-01-01,1.0,1.13,9.4,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Central Park,2023-01-01,1.0,2.11,16.32,40.798,-73.937,40.7812,-73.9665,2023-01-01
Astoria,Yorkville East,2023-01-01,1.0,4.35,29.7,0.0,0.0,0.0,0.0,2023-01-01
Morningside Heights,Morningside Heights,2023-01-01,1.0,0.43,6.6,40.81,-73.96,40.81,-73.96,2023-01-01
Downtown Brooklyn/MetroTech,Outside of NYC,2023-01-01,1.0,12.37,107.46,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem,Upper East Side South,2023-01-01,1.0,3.21,23.82,40.8116,-73.9465,0.0,0.0,2023-01-01
East Harlem South,Central Harlem,2023-01-01,1.0,1.24,13.8,0.0,0.0,40.8116,-73.9465,2023-01-01
Flushing,Jackson Heights,2023-01-01,1.0,3.4,23.0,0.0,0.0,0.0,0.0,2023-01-01
Brooklyn Heights,Cobble Hill,2023-01-01,1.0,1.03,9.6,0.0,0.0,0.0,0.0,2023-01-01
Fort Greene,DUMBO/Vinegar Hill,2023-01-01,1.0,1.14,11.5,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,East Harlem North,2023-01-01,1.0,1.27,10.1,40.798,-73.937,40.798,-73.937,2023-01-01
Fort Greene,Kips Bay,2023-01-01,1.0,4.31,31.38,0.0,0.0,0.0,0.0,2023-01-01
Fort Greene,East Williamsburg,2023-01-01,1.0,3.59,19.2,0.0,0.0,0.0,0.0,2023-01-01
Central Harlem North,Manhattanville,2023-01-01,1.0,1.4,11.5,0.0,0.0,0.0,0.0,2023-01-01
Forest Hills,Rego Park,2023-01-01,1.0,1.56,12.2,0.0,0.0,0.0,0.0,2023-01-01
Forest Hills,JFK Airport,2023-01-01,1.0,7.38,31.1,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Upper West Side North,2023-01-01,1.0,2.46,13.6,40.798,-73.937,40.787,-73.975,2023-01-01
East Harlem South,Washington Heights South,2023-01-01,1.0,5.3,28.2,0.0,0.0,0.0,0.0,2023-01-01
Crown Heights North,East Flatbush/Farragut,2023-01-01,1.0,3.2,14.5,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Hamilton Heights,2023-01-01,1.0,2.32,15.0,40.798,-73.937,0.0,0.0,2023-01-01
Jackson Heights,Elmhurst,2023-01-01,1.0,1.2,9.4,0.0,0.0,0.0,0.0,2023-01-01
Fort Greene,Columbia Street,2023-01-01,1.0,1.96,18.0,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Central Park,2023-01-01,1.0,1.95,10.8,40.798,-73.937,40.7812,-73.9665,2023-01-01
Central Harlem,JFK Airport,2023-01-01,1.0,20.55,97.56,40.8116,-73.9465,0.0,0.0,2023-01-01
East Harlem North,Upper West Side South,2023-01-01,6.0,3.36,25.95,40.798,-73.937,0.0,0.0,2023-01-01
East Harlem North,Yorkville West,2023-01-01,1.0,2.36,21.3,40.798,-73.937,0.0,0.0,2023-01-01
Yorkville East,TriBeCa/Civic Center,2023-01-01,1.0,7.8,45.35,0.0,0.0,0.0,0.0,2023-01-01
Central Park,Midtown North,2023-01-01,1.0,2.57,19.35,40.7812,-73.9665,0.0,0.0,2023-01-01
East Harlem South,LaGuardia Airport,2023-01-01,1.0,8.24,58.56,0.0,0.0,0.0,0.0,2023-01-01
Woodside,Williamsburg (South Side),2023-01-01,1.0,6.93,35.64,0.0,0.0,0.0,0.0,2023-01-01
Forest Hills,Briarwood/Jamaica Hills,2023-01-01,1.0,1.71,15.48,0.0,0.0,0.0,0.0,2023-01-01
Woodside,Elmhurst,2023-01-01,5.0,2.17,16.4,0.0,0.0,0.0,0.0,2023-01-01
Upper East Side North,Kips Bay,2023-01-01,1.0,4.15,28.02,0.0,0.0,0.0,0.0,2023-01-01
Westchester Village/Unionport,Westchester Village/Unionport,2023-01-01,1.0,0.44,7.3,0.0,0.0,0.0,0.0,2023-01-01
Forest Hills,Kew Gardens,2023-01-01,1.0,1.1,9.4,0.0,0.0,0.0,0.0,2023-01-01
Morningside Heights,East Harlem North,2023-01-01,1.0,1.11,11.5,40.81,-73.96,40.798,-73.937,2023-01-01
East Harlem North,Upper East Side North,2023-01-01,1.0,1.59,16.71,40.798,-73.937,0.0,0.0,2023-01-01
East Harlem North,East Harlem South,2023-01-01,1.0,1.4,11.25,40.798,-73.937,0.0,0.0,2023-01-01
East Harlem South,Yorkville East,2023-01-01,1.0,2.1,15.65,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,East Harlem North,2023-01-01,3.0,0.9,8.76,0.0,0.0,40.798,-73.937,2023-01-01
Hamilton Heights,Upper East Side North,2023-01-01,2.0,4.97,33.9,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Central Harlem,2023-01-01,2.0,1.17,10.44,0.0,0.0,40.8116,-73.9465,2023-01-01
Central Harlem North,Randalls Island,2023-01-01,1.0,3.2,28.38,0.0,0.0,0.0,0.0,2023-01-01
East Harlem South,Sutton Place/Turtle Bay North,2023-01-01,1.0,2.71,21.3,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Yorkville West,2023-01-01,1.0,2.08,17.94,40.798,-73.937,0.0,0.0,2023-01-01
East Harlem North,Yorkville East,2023-01-01,1.0,2.79,19.75,40.798,-73.937,0.0,0.0,2023-01-01
Washington Heights South,East Harlem North,2023-01-01,1.0,3.2,25.55,0.0,0.0,40.798,-73.937,2023-01-01
East Harlem South,Upper West Side North,2023-01-01,1.0,1.47,12.96,0.0,0.0,40.787,-73.975,2023-01-01
East Harlem North,Upper East Side South,2023-01-01,1.0,3.11,25.5,40.798,-73.937,0.0,0.0,2023-01-01
Astoria,Elmhurst/Maspeth,2023-01-01,1.0,3.08,19.9,0.0,0.0,0.0,0.0,2023-01-01
Woodside,Old Astoria,2023-01-01,1.0,3.62,20.6,0.0,0.0,0.0,0.0,2023-01-01
Elmhurst,Elmhurst,2023-01-01,1.0,1.48,11.5,0.0,0.0,0.0,0.0,2023-01-01
Astoria,Flushing,2023-01-01,1.0,6.04,30.4,0.0,0.0,0.0,0.0,2023-01-01
Jackson Heights,Kew Gardens,2023-01-01,1.0,9.93,41.6,0.0,0.0,0.0,0.0,2023-01-01
Elmhurst,Corona,2023-01-01,1.0,1.39,13.8,0.0,0.0,0.0,0.0,2023-01-01
East Harlem North,Yorkville West,2023-01-01,1.0,2.2,20.46,40.798,-73.937,0.0,0.0,2023-01-01
Central Harlem,Upper East Side North,2023-01-01,1.0,2.31,17.75,40.8116,-73.9465,0.0,0.0,2023-01-01
Flushing,Flushing,2023-01-01,1.0,3.4,15.8,0.0,0.0,0.0,0.0,2023-01-01
